2014/11/08 03:00:04	Temp:14.00 	1:1022:0417:2.44739	2:0338:0303:1.11468	3:0394:0340:1.15804	4:0143:0233:0.61606
2014/11/08 03:00:10	Temp:14.00 	1:1022:0416:2.45803	2:0336:0302:1.11369	3:0392:0339:1.15766	4:0143:0232:0.61669
2014/11/08 03:00:16	Temp:14.00 	1:1022:0416:2.45786	2:0336:0302:1.11344	3:0392:0339:1.15726	4:0143:0232:0.61589
2014/11/08 03:00:21	Temp:14.00 	1:1022:0416:2.45754	2:0336:0302:1.11326	3:0392:0339:1.15776	4:0143:0232:0.61653
2014/11/08 03:00:27	Temp:14.00 	1:1022:0416:2.45788	2:0336:0302:1.11338	3:0394:0340:1.15727	4:0144:0233:0.61653
2014/11/08 03:00:33	Temp:14.00 	1:1022:0416:2.45770	2:0336:0302:1.11372	3:0393:0339:1.15760	4:0143:0232:0.61601
2014/11/08 03:00:39	Temp:14.00 	1:1022:0416:2.45863	2:0336:0302:1.11413	3:0393:0339:1.15794	4:0143:0232:0.61660
2014/11/08 03:00:44	Temp:14.00 	1:1022:0416:2.45876	2:0336:0302:1.11415	3:0392:0339:1.15791	4:0143:0232:0.61611
2014/11/08 03:00:50	Temp:14.00 	1:1022:0416:2.45805	2:0336:0302:1.11418	3:0392:0339:1.15808	4:0143:0232:0.61643
2014/11/08 03:00:56	Temp:14.00 	1:1022:0417:2.44852	2:0338:0303:1.11486	3:0394:0340:1.15852	4:0143:0233:0.61637
2014/11/08 03:01:02	Temp:14.00 	1:1022:0416:2.45827	2:0336:0302:1.11421	3:0392:0339:1.15794	4:0143:0232:0.61626
2014/11/08 03:01:08	Temp:14.00 	1:1022:0415:2.45928	2:0336:0302:1.11460	3:0393:0339:1.15825	4:0143:0232:0.61651
2014/11/08 03:01:13	Temp:14.00 	1:1022:0416:2.45870	2:0336:0302:1.11400	3:0392:0339:1.15784	4:0143:0232:0.61645
2014/11/08 03:01:19	Temp:14.00 	1:1022:0416:2.45802	2:0336:0302:1.11371	3:0394:0340:1.15826	4:0144:0233:0.61669
2014/11/08 03:01:25	Temp:14.00 	1:1022:0416:2.45829	2:0336:0302:1.11448	3:0392:0339:1.15867	4:0143:0232:0.61684
2014/11/08 03:01:31	Temp:14.00 	1:1022:0416:2.45901	2:0336:0302:1.11404	3:0393:0339:1.15787	4:0143:0232:0.61640
2014/11/08 03:01:36	Temp:14.00 	1:1022:0415:2.45921	2:0336:0302:1.11395	3:0392:0339:1.15785	4:0143:0232:0.61697
2014/11/08 03:01:42	Temp:14.00 	1:1022:0415:2.45909	2:0336:0302:1.11429	3:0392:0339:1.15789	4:0143:0232:0.61652
2014/11/08 03:01:48	Temp:14.00 	1:1022:0417:2.44833	2:0338:0303:1.11424	3:0394:0340:1.15751	4:0143:0233:0.61663
2014/11/08 03:01:54	Temp:14.00 	1:1022:0415:2.45938	2:0336:0302:1.11403	3:0393:0339:1.15796	4:0143:0232:0.61656
2014/11/08 03:02:00	Temp:14.00 	1:1022:0415:2.45956	2:0336:0302:1.11439	3:0392:0339:1.15819	4:0143:0232:0.61662
2014/11/08 03:02:05	Temp:14.00 	1:1022:0416:2.45828	2:0336:0302:1.11404	3:0392:0339:1.15771	4:0143:0232:0.61638
2014/11/08 03:02:11	Temp:14.00 	1:1022:0416:2.45875	2:0336:0302:1.11419	3:0392:0339:1.15810	4:0143:0233:0.61677
2014/11/08 03:02:17	Temp:14.00 	1:1022:0416:2.45811	2:0336:0302:1.11392	3:0392:0339:1.15817	4:0143:0232:0.61651
2014/11/08 03:02:23	Temp:14.00 	1:1022:0416:2.45896	2:0336:0302:1.11418	3:0392:0339:1.15813	4:0143:0232:0.61647
2014/11/08 03:02:28	Temp:14.00 	1:1022:0416:2.45856	2:0336:0302:1.11380	3:0392:0339:1.15798	4:0143:0232:0.61628
2014/11/08 03:02:34	Temp:14.00 	1:1022:0416:2.45839	2:0336:0302:1.11401	3:0392:0339:1.15755	4:0143:0232:0.61631
2014/11/08 03:02:40	Temp:14.00 	1:1022:0417:2.44805	2:0338:0303:1.11423	3:0394:0340:1.15801	4:0143:0233:0.61655
2014/11/08 03:02:46	Temp:14.00 	1:1022:0416:2.45801	2:0336:0302:1.11327	3:0393:0339:1.15745	4:0143:0233:0.61593
2014/11/08 03:02:52	Temp:14.00 	1:1022:0416:2.45832	2:0336:0302:1.11375	3:0392:0339:1.15760	4:0143:0232:0.61622
2014/11/08 03:02:57	Temp:14.00 	1:1022:0416:2.45824	2:0336:0302:1.11459	3:0392:0339:1.15788	4:0143:0232:0.61613
2014/11/08 03:03:03	Temp:14.00 	1:1022:0416:2.45809	2:0336:0302:1.11353	3:0393:0339:1.15839	4:0143:0233:0.61619
2014/11/08 03:03:09	Temp:14.00 	1:1022:0416:2.45780	2:0336:0302:1.11366	3:0392:0339:1.15728	4:0143:0232:0.61628
2014/11/08 03:03:15	Temp:14.00 	1:1022:0416:2.45818	2:0336:0302:1.11393	3:0392:0339:1.15780	4:0143:0232:0.61648
2014/11/08 03:03:21	Temp:14.00 	1:1022:0416:2.45849	2:0336:0302:1.11347	3:0393:0339:1.15817	4:0143:0232:0.61641
2014/11/08 03:03:26	Temp:14.00 	1:1022:0416:2.45794	2:0336:0302:1.11379	3:0392:0339:1.15777	4:0143:0233:0.61573
2014/11/08 03:03:38	Temp:14.00 	1:1022:0416:2.45765	2:0336:0302:1.11348	3:0392:0339:1.15706	4:0143:0232:0.61597
2014/11/08 03:03:44	Temp:14.00 	1:1022:0416:2.45857	2:0336:0302:1.11400	3:0392:0339:1.15763	4:0143:0232:0.61630
2014/11/08 03:03:50	Temp:14.00 	1:1022:0415:2.45921	2:0336:0302:1.11414	3:0393:0339:1.15756	4:0143:0232:0.61615
2014/11/08 03:03:55	Temp:14.00 	1:1022:0416:2.45733	2:0336:0302:1.11395	3:0392:0339:1.15766	4:0143:0233:0.61586
2014/11/08 03:04:01	Temp:14.00 	1:1022:0416:2.45803	2:0336:0302:1.11339	3:0392:0339:1.15791	4:0144:0233:0.61622
2014/11/08 03:04:07	Temp:14.00 	1:1022:0416:2.45752	2:0336:0302:1.11347	3:0393:0339:1.15755	4:0143:0233:0.61621
2014/11/08 03:04:13	Temp:14.00 	1:1022:0416:2.45638	2:0336:0302:1.11329	3:0392:0339:1.15758	4:0143:0233:0.61632
2014/11/08 03:04:18	Temp:14.00 	1:1022:0416:2.45768	2:0336:0302:1.11316	3:0392:0339:1.15700	4:0143:0233:0.61584
2014/11/08 03:04:24	Temp:14.00 	1:1022:0416:2.45782	2:0336:0302:1.11349	3:0392:0339:1.15769	4:0143:0232:0.61632
2014/11/08 03:04:30	Temp:14.00 	1:1022:0416:2.45730	2:0338:0303:1.11379	3:0394:0340:1.15730	4:0144:0233:0.61594
2014/11/08 03:04:36	Temp:14.00 	1:1022:0416:2.45726	2:0336:0302:1.11339	3:0392:0339:1.15764	4:0143:0233:0.61599
2014/11/08 03:04:42	Temp:14.00 	1:1022:0416:2.45844	2:0336:0302:1.11421	3:0392:0339:1.15774	4:0143:0232:0.61633
2014/11/08 03:04:47	Temp:14.00 	1:1022:0416:2.45825	2:0336:0302:1.11378	3:0393:0339:1.15776	4:0143:0233:0.61624
2014/11/08 03:04:53	Temp:14.00 	1:1022:0416:2.45814	2:0336:0302:1.11406	3:0392:0339:1.15747	4:0143:0232:0.61596
2014/11/08 03:04:59	Temp:14.00 	1:1022:0416:2.45857	2:0336:0302:1.11368	3:0393:0339:1.15776	4:0143:0233:0.61615
2014/11/08 03:05:05	Temp:14.00 	1:1022:0416:2.45838	2:0336:0302:1.11359	3:0392:0339:1.15772	4:0143:0233:0.61633
2014/11/08 03:05:10	Temp:14.00 	1:1022:0415:2.45911	2:0336:0302:1.11443	3:0392:0339:1.15788	4:0143:0233:0.61650
2014/11/08 03:05:16	Temp:14.00 	1:1022:0416:2.45908	2:0336:0302:1.11407	3:0392:0339:1.15749	4:0143:0232:0.61620
2014/11/08 03:05:22	Temp:14.00 	1:1022:0416:2.45862	2:0338:0303:1.11454	3:0394:0340:1.15769	4:0144:0233:0.61655
2014/11/08 03:05:28	Temp:14.00 	1:1022:0415:2.45968	2:0336:0302:1.11431	3:0392:0339:1.15791	4:0143:0233:0.61621
2014/11/08 03:05:34	Temp:14.00 	1:1022:0416:2.45862	2:0336:0302:1.11424	3:0392:0339:1.15765	4:0143:0233:0.61616
2014/11/08 03:05:39	Temp:14.00 	1:1022:0415:2.45941	2:0336:0302:1.11409	3:0392:0339:1.15789	4:0143:0233:0.61616
2014/11/08 03:05:45	Temp:14.00 	1:1022:0416:2.45860	2:0336:0302:1.11364	3:0392:0339:1.15717	4:0143:0233:0.61591
2014/11/08 03:05:51	Temp:14.00 	1:1022:0416:2.45857	2:0336:0302:1.11406	3:0392:0339:1.15754	4:0143:0233:0.61613
2014/11/08 03:05:57	Temp:14.00 	1:1022:0415:2.45927	2:0336:0302:1.11459	3:0392:0339:1.15781	4:0143:0233:0.61614
2014/11/08 03:06:03	Temp:14.00 	1:1022:0415:2.45941	2:0336:0302:1.11361	3:0392:0339:1.15734	4:0143:0233:0.61609
2014/11/08 03:06:08	Temp:14.00 	1:1022:0415:2.45913	2:0336:0302:1.11323	3:0392:0339:1.15704	4:0143:0233:0.61553
2014/11/08 03:06:14	Temp:14.00 	1:1022:0416:2.45869	2:0338:0303:1.11375	3:0394:0340:1.15753	4:0144:0234:0.61562
2014/11/08 03:06:20	Temp:14.00 	1:1022:0416:2.45834	2:0336:0302:1.11332	3:0392:0339:1.15723	4:0143:0233:0.61597
2014/11/08 03:06:26	Temp:14.00 	1:1022:0415:2.45923	2:0336:0302:1.11380	3:0392:0339:1.15783	4:0143:0233:0.61602
2014/11/08 03:06:31	Temp:14.00 	1:1022:0415:2.45983	2:0336:0302:1.11445	3:0393:0339:1.15815	4:0143:0232:0.61656
2014/11/08 03:06:37	Temp:14.00 	1:1022:0415:2.45938	2:0336:0302:1.11415	3:0392:0339:1.15805	4:0143:0232:0.61654
2014/11/08 03:06:43	Temp:14.00 	1:1022:0415:2.45938	2:0336:0302:1.11436	3:0392:0339:1.15799	4:0143:0232:0.61665
2014/11/08 03:06:49	Temp:14.00 	1:1022:0415:2.45919	2:0336:0302:1.11432	3:0393:0339:1.15806	4:0143:0233:0.61625
2014/11/08 03:06:55	Temp:14.00 	1:1022:0415:2.45922	2:0336:0302:1.11451	3:0392:0339:1.15780	4:0143:0232:0.61627
2014/11/08 03:07:00	Temp:14.00 	1:1022:0415:2.45988	2:0336:0302:1.11410	3:0392:0339:1.15832	4:0143:0232:0.61665
2014/11/08 03:07:06	Temp:14.00 	1:1022:0415:2.46034	2:0336:0302:1.11440	3:0394:0340:1.15840	4:0144:0233:0.61634
2014/11/08 03:07:12	Temp:14.00 	1:1022:0415:2.45912	2:0336:0302:1.11424	3:0392:0339:1.15795	4:0143:0233:0.61625
2014/11/08 03:07:18	Temp:14.00 	1:1022:0415:2.45909	2:0336:0302:1.11410	3:0392:0339:1.15765	4:0143:0232:0.61595
2014/11/08 03:07:24	Temp:14.00 	1:1022:0415:2.45968	2:0336:0302:1.11396	3:0392:0339:1.15728	4:0143:0233:0.61617
2014/11/08 03:07:29	Temp:14.00 	1:1022:0415:2.45938	2:0336:0302:1.11436	3:0392:0339:1.15798	4:0143:0233:0.61641
2014/11/08 03:07:35	Temp:14.00 	1:1022:0417:2.44905	2:0338:0303:1.11456	3:0394:0340:1.15745	4:0144:0233:0.61651
2014/11/08 03:07:41	Temp:14.00 	1:1022:0416:2.45791	2:0336:0302:1.11374	3:0392:0339:1.15786	4:0143:0233:0.61644
2014/11/08 03:07:47	Temp:14.00 	1:1022:0415:2.45947	2:0336:0302:1.11416	3:0392:0339:1.15803	4:0143:0233:0.61628
2014/11/08 03:07:52	Temp:14.00 	1:1022:0415:2.45963	2:0336:0302:1.11349	3:0392:0339:1.15742	4:0143:0233:0.61631
2014/11/08 03:07:58	Temp:14.00 	1:1022:0415:2.45924	2:0336:0302:1.11347	3:0394:0340:1.15797	4:0144:0233:0.61604
2014/11/08 03:08:04	Temp:14.00 	1:1022:0416:2.45895	2:0336:0302:1.11350	3:0392:0339:1.15689	4:0143:0233:0.61570
2014/11/08 03:08:10	Temp:14.00 	1:1022:0416:2.45881	2:0336:0302:1.11383	3:0392:0339:1.15732	4:0143:0233:0.61599
2014/11/08 03:08:16	Temp:14.00 	1:1022:0415:2.45922	2:0336:0302:1.11390	3:0392:0339:1.15807	4:0143:0233:0.61635
2014/11/08 03:08:21	Temp:14.00 	1:1022:0415:2.45949	2:0336:0302:1.11408	3:0392:0339:1.15773	4:0143:0233:0.61631
2014/11/08 03:08:27	Temp:14.00 	1:1022:0417:2.44903	2:0338:0303:1.11447	3:0394:0340:1.15764	4:0144:0233:0.61673
2014/11/08 03:08:33	Temp:14.00 	1:1022:0415:2.45963	2:0336:0302:1.11411	3:0392:0339:1.15763	4:0143:0233:0.61646
2014/11/08 03:08:39	Temp:14.00 	1:1022:0415:2.45974	2:0336:0302:1.11431	3:0392:0339:1.15803	4:0143:0233:0.61630
2014/11/08 03:08:45	Temp:14.00 	1:1022:0415:2.45938	2:0336:0302:1.11340	3:0392:0339:1.15762	4:0143:0233:0.61632
