2014/11/08 00:00:00	Temp:14.00 	1:1022:0420:2.43171	2:0338:0303:1.11471	3:0394:0339:1.16320	4:0139:0224:0.62065
2014/11/08 00:07:20	Temp:14.00 	1:1022:0418:2.44209	2:0336:0302:1.11439	3:0393:0338:1.16247	4:0138:0224:0.61942
2014/11/08 00:07:26	Temp:14.00 	1:1022:0420:2.43156	2:0338:0303:1.11434	3:0394:0339:1.16265	4:0139:0224:0.61997
2014/11/08 00:07:31	Temp:14.00 	1:1022:0418:2.44202	2:0336:0302:1.11454	3:0393:0338:1.16266	4:0138:0224:0.61969
2014/11/08 00:07:37	Temp:14.00 	1:1022:0418:2.44235	2:0336:0302:1.11425	3:0393:0338:1.16303	4:0138:0223:0.62028
2014/11/08 00:07:43	Temp:14.00 	1:1022:0418:2.44278	2:0336:0301:1.11477	3:0393:0338:1.16292	4:0138:0223:0.61998
2014/11/08 00:07:49	Temp:14.00 	1:1022:0418:2.44190	2:0336:0301:1.11473	3:0394:0339:1.16297	4:0139:0224:0.62019
2014/11/08 00:07:55	Temp:14.00 	1:1022:0419:2.44142	2:0336:0302:1.11425	3:0393:0338:1.16275	4:0138:0224:0.61994
2014/11/08 00:08:00	Temp:14.00 	1:1022:0419:2.44135	2:0336:0302:1.11473	3:0393:0338:1.16261	4:0138:0224:0.61995
2014/11/08 00:08:06	Temp:14.00 	1:1022:0418:2.44261	2:0336:0302:1.11451	3:0393:0338:1.16281	4:0138:0224:0.61985
2014/11/08 00:08:12	Temp:14.00 	1:1022:0418:2.44239	2:0336:0302:1.11458	3:0393:0338:1.16269	4:0138:0224:0.61963
2014/11/08 00:08:18	Temp:14.00 	1:1022:0420:2.43333	2:0338:0303:1.11513	3:0394:0339:1.16280	4:0139:0224:0.62004
2014/11/08 00:08:23	Temp:14.00 	1:1022:0418:2.44234	2:0336:0301:1.11455	3:0393:0338:1.16297	4:0139:0223:0.62063
2014/11/08 00:08:29	Temp:14.00 	1:1022:0418:2.44293	2:0336:0302:1.11433	3:0393:0338:1.16205	4:0138:0223:0.62030
2014/11/08 00:08:35	Temp:14.00 	1:1022:0418:2.44216	2:0336:0302:1.11426	3:0393:0338:1.16193	4:0138:0224:0.61952
2014/11/08 00:08:41	Temp:14.00 	1:1022:0418:2.44286	2:0336:0302:1.11465	3:0394:0339:1.16308	4:0139:0224:0.62025
2014/11/08 00:08:47	Temp:14.00 	1:1022:0418:2.44242	2:0336:0301:1.11472	3:0393:0338:1.16295	4:0138:0224:0.61977
2014/11/08 00:08:52	Temp:14.00 	1:1022:0418:2.44241	2:0336:0301:1.11488	3:0393:0338:1.16295	4:0138:0223:0.62045
2014/11/08 00:08:58	Temp:14.00 	1:1022:0418:2.44271	2:0336:0302:1.11435	3:0393:0338:1.16315	4:0138:0224:0.61982
2014/11/08 00:09:04	Temp:14.00 	1:1022:0418:2.44275	2:0336:0302:1.11465	3:0393:0338:1.16263	4:0138:0224:0.61991
2014/11/08 00:09:10	Temp:14.00 	1:1022:0420:2.43249	2:0338:0303:1.11517	3:0394:0339:1.16271	4:0139:0224:0.61992
2014/11/08 00:09:15	Temp:14.00 	1:1022:0418:2.44152	2:0336:0302:1.11383	3:0393:0338:1.16226	4:0138:0224:0.61958
2014/11/08 00:09:21	Temp:14.00 	1:1022:0418:2.44225	2:0336:0302:1.11379	3:0393:0338:1.16204	4:0138:0224:0.61928
2014/11/08 00:09:27	Temp:14.00 	1:1022:0419:2.44112	2:0336:0302:1.11407	3:0393:0338:1.16270	4:0138:0224:0.62003
2014/11/08 00:09:33	Temp:14.00 	1:1022:0418:2.44230	2:0336:0302:1.11415	3:0393:0338:1.16196	4:0139:0224:0.61949
2014/11/08 00:09:39	Temp:14.00 	1:1022:0418:2.44234	2:0336:0302:1.11440	3:0393:0338:1.16268	4:0138:0224:0.61980
2014/11/08 00:09:44	Temp:14.00 	1:1022:0418:2.44229	2:0336:0302:1.11416	3:0393:0338:1.16252	4:0138:0224:0.61976
2014/11/08 00:09:50	Temp:14.00 	1:1022:0418:2.44190	2:0336:0302:1.11384	3:0393:0338:1.16188	4:0138:0224:0.61943
2014/11/08 00:09:56	Temp:14.00 	1:1022:0418:2.44160	2:0336:0302:1.11319	3:0393:0338:1.16146	4:0138:0224:0.61940
2014/11/08 00:10:02	Temp:14.00 	1:1022:0420:2.43190	2:0338:0303:1.11451	3:0394:0339:1.16210	4:0139:0225:0.61960
2014/11/08 00:10:08	Temp:14.00 	1:1022:0419:2.44088	2:0336:0302:1.11353	3:0393:0338:1.16169	4:0138:0224:0.61936
2014/11/08 00:10:13	Temp:14.00 	1:1022:0418:2.44151	2:0336:0302:1.11375	3:0393:0338:1.16224	4:0138:0224:0.61966
2014/11/08 00:10:19	Temp:14.00 	1:1022:0418:2.44236	2:0336:0302:1.11379	3:0393:0338:1.16210	4:0138:0224:0.61989
2014/11/08 00:10:25	Temp:14.00 	1:1022:0418:2.44220	2:0336:0302:1.11389	3:0393:0338:1.16227	4:0139:0224:0.61956
2014/11/08 00:10:31	Temp:14.00 	1:1022:0418:2.44223	2:0336:0302:1.11402	3:0393:0338:1.16203	4:0138:0224:0.61960
2014/11/08 00:10:36	Temp:14.00 	1:1022:0418:2.44181	2:0336:0302:1.11400	3:0393:0338:1.16215	4:0138:0224:0.61927
2014/11/08 00:10:42	Temp:14.00 	1:1022:0419:2.44147	2:0336:0302:1.11355	3:0393:0338:1.16171	4:0138:0224:0.61927
2014/11/08 00:10:48	Temp:14.00 	1:1022:0419:2.44110	2:0336:0302:1.11411	3:0393:0338:1.16202	4:0138:0224:0.61941
2014/11/08 00:10:54	Temp:14.00 	1:1022:0419:2.44082	2:0338:0303:1.11458	3:0394:0339:1.16198	4:0139:0224:0.61979
2014/11/08 00:11:00	Temp:14.00 	1:1022:0419:2.44142	2:0336:0302:1.11344	3:0393:0338:1.16181	4:0138:0224:0.61929
2014/11/08 00:11:05	Temp:14.00 	1:1022:0418:2.44192	2:0336:0302:1.11395	3:0393:0338:1.16147	4:0138:0224:0.61936
2014/11/08 00:11:11	Temp:14.00 	1:1022:0418:2.44279	2:0336:0302:1.11366	3:0393:0338:1.16187	4:0138:0224:0.61922
2014/11/08 00:11:17	Temp:14.00 	1:1022:0418:2.44206	2:0336:0302:1.11409	3:0393:0338:1.16195	4:0138:0224:0.61950
2014/11/08 00:11:23	Temp:14.00 	1:1022:0418:2.44185	2:0336:0302:1.11406	3:0393:0338:1.16159	4:0138:0224:0.61938
2014/11/08 00:11:29	Temp:14.00 	1:1022:0419:2.44114	2:0336:0302:1.11384	3:0393:0338:1.16189	4:0138:0224:0.61920
2014/11/08 00:11:34	Temp:14.00 	1:1022:0418:2.44194	2:0336:0302:1.11430	3:0393:0338:1.16198	4:0139:0224:0.61967
2014/11/08 00:11:40	Temp:14.00 	1:1022:0418:2.44173	2:0336:0302:1.11383	3:0393:0338:1.16244	4:0139:0224:0.61977
2014/11/08 00:11:46	Temp:14.00 	1:1022:0419:2.44139	2:0338:0303:1.11417	3:0394:0339:1.16215	4:0139:0224:0.61997
2014/11/08 00:11:52	Temp:14.00 	1:1022:0418:2.44215	2:0336:0302:1.11394	3:0393:0338:1.16159	4:0139:0224:0.61954
2014/11/08 00:11:57	Temp:14.00 	1:1022:0419:2.44121	2:0336:0302:1.11336	3:0393:0338:1.16210	4:0138:0224:0.61903
2014/11/08 00:12:03	Temp:14.00 	1:1022:0419:2.44145	2:0336:0302:1.11367	3:0393:0338:1.16165	4:0138:0224:0.61952
2014/11/08 00:12:09	Temp:14.00 	1:1022:0419:2.44122	2:0336:0302:1.11420	3:0393:0338:1.16202	4:0138:0224:0.61934
2014/11/08 00:12:15	Temp:14.00 	1:1022:0419:2.44146	2:0336:0302:1.11385	3:0393:0338:1.16225	4:0138:0224:0.61974
2014/11/08 00:12:21	Temp:14.00 	1:1022:0418:2.44185	2:0336:0302:1.11438	3:0393:0338:1.16229	4:0139:0224:0.62035
2014/11/08 00:12:26	Temp:14.00 	1:1022:0418:2.44152	2:0336:0302:1.11413	3:0393:0338:1.16214	4:0138:0224:0.61930
2014/11/08 00:12:32	Temp:14.00 	1:1022:0418:2.44287	2:0336:0302:1.11437	3:0393:0338:1.16298	4:0138:0224:0.61974
2014/11/08 00:12:38	Temp:14.00 	1:1022:0418:2.44230	2:0338:0303:1.11514	3:0394:0339:1.16293	4:0139:0224:0.62005
2014/11/08 00:12:44	Temp:14.00 	1:1022:0418:2.44243	2:0336:0302:1.11414	3:0393:0338:1.16255	4:0138:0224:0.61998
2014/11/08 00:12:49	Temp:14.00 	1:1022:0418:2.44302	2:0336:0302:1.11387	3:0393:0338:1.16204	4:0139:0224:0.62004
2014/11/08 00:12:55	Temp:14.00 	1:1022:0418:2.44244	2:0336:0302:1.11444	3:0393:0338:1.16253	4:0138:0224:0.62012
2014/11/08 00:13:01	Temp:14.00 	1:1022:0419:2.44142	2:0336:0302:1.11382	3:0393:0338:1.16227	4:0138:0224:0.61992
2014/11/08 00:13:07	Temp:14.00 	1:1022:0418:2.44325	2:0336:0302:1.11451	3:0393:0338:1.16288	4:0139:0224:0.62059
2014/11/08 00:13:13	Temp:14.00 	1:1022:0418:2.44253	2:0336:0302:1.11457	3:0393:0338:1.16207	4:0138:0224:0.62011
2014/11/08 00:13:18	Temp:14.00 	1:1022:0418:2.44237	2:0336:0302:1.11469	3:0393:0338:1.16258	4:0139:0224:0.61968
2014/11/08 00:13:24	Temp:14.00 	1:1022:0419:2.44104	2:0336:0302:1.11378	3:0393:0338:1.16248	4:0139:0224:0.61976
2014/11/08 00:13:30	Temp:14.00 	1:1022:0418:2.44202	2:0336:0302:1.11426	3:0394:0339:1.16251	4:0139:0224:0.61995
2014/11/08 00:13:36	Temp:14.00 	1:1022:0418:2.44189	2:0336:0302:1.11376	3:0393:0338:1.16184	4:0139:0224:0.61931
2014/11/08 00:13:42	Temp:14.00 	1:1022:0419:2.44108	2:0336:0302:1.11348	3:0393:0338:1.16198	4:0138:0224:0.61964
2014/11/08 00:13:47	Temp:14.00 	1:1022:0418:2.44211	2:0336:0302:1.11402	3:0393:0338:1.16206	4:0138:0224:0.61960
2014/11/08 00:13:53	Temp:14.00 	1:1022:0418:2.44173	2:0336:0302:1.11439	3:0393:0338:1.16286	4:0138:0224:0.62007
2014/11/08 00:13:59	Temp:14.00 	1:1022:0418:2.44209	2:0336:0302:1.11375	3:0393:0338:1.16239	4:0138:0224:0.61933
2014/11/08 00:14:05	Temp:14.00 	1:1022:0418:2.44212	2:0336:0302:1.11376	3:0393:0338:1.16190	4:0138:0224:0.61939
2014/11/08 00:14:10	Temp:14.00 	1:1022:0418:2.44300	2:0336:0302:1.11411	3:0393:0338:1.16218	4:0138:0224:0.61953
2014/11/08 00:14:16	Temp:14.00 	1:1022:0418:2.44282	2:0336:0302:1.11457	3:0393:0338:1.16302	4:0139:0224:0.62031
2014/11/08 00:14:22	Temp:14.00 	1:1022:0418:2.44271	2:0336:0302:1.11458	3:0394:0339:1.16287	4:0139:0224:0.62024
2014/11/08 00:14:28	Temp:14.00 	1:1022:0418:2.44272	2:0336:0302:1.11443	3:0393:0338:1.16252	4:0139:0224:0.61977
2014/11/08 00:14:34	Temp:14.00 	1:1022:0418:2.44279	2:0336:0302:1.11427	3:0393:0338:1.16244	4:0139:0224:0.62002
2014/11/08 00:14:39	Temp:14.00 	1:1022:0418:2.44266	2:0336:0302:1.11456	3:0393:0338:1.16259	4:0138:0224:0.61954
2014/11/08 00:14:45	Temp:14.00 	1:1022:0419:2.44106	2:0336:0302:1.11380	3:0393:0338:1.16184	4:0138:0224:0.61926
2014/11/08 00:14:51	Temp:14.00 	1:1022:0420:2.43261	2:0338:0303:1.11429	3:0394:0339:1.16226	4:0139:0225:0.61995
2014/11/08 00:14:57	Temp:14.00 	1:1022:0418:2.44245	2:0336:0302:1.11431	3:0393:0338:1.16269	4:0139:0224:0.61985
2014/11/08 00:15:02	Temp:14.00 	1:1022:0418:2.44198	2:0336:0302:1.11436	3:0393:0338:1.16241	4:0139:0224:0.61951
2014/11/08 00:15:08	Temp:14.00 	1:1022:0418:2.44167	2:0336:0302:1.11404	3:0393:0338:1.16245	4:0139:0224:0.61997
2014/11/08 00:15:14	Temp:14.00 	1:1022:0418:2.44189	2:0336:0302:1.11369	3:0394:0339:1.16203	4:0139:0225:0.61966
2014/11/08 00:15:20	Temp:14.00 	1:1022:0418:2.44198	2:0336:0302:1.11391	3:0393:0338:1.16188	4:0139:0224:0.61948
2014/11/08 00:15:26	Temp:14.00 	1:1022:0418:2.44176	2:0336:0302:1.11431	3:0393:0338:1.16279	4:0139:0224:0.61978
2014/11/08 00:15:31	Temp:14.00 	1:1022:0418:2.44225	2:0336:0302:1.11434	3:0393:0338:1.16222	4:0139:0224:0.62003
2014/11/08 00:15:37	Temp:14.00 	1:1022:0418:2.44289	2:0336:0302:1.11424	3:0393:0338:1.16253	4:0139:0224:0.61982
2014/11/08 00:15:43	Temp:14.00 	1:1022:0420:2.43274	2:0338:0303:1.11486	3:0394:0339:1.16277	4:0139:0225:0.61957
2014/11/08 00:15:49	Temp:14.00 	1:1022:0418:2.44199	2:0336:0302:1.11402	3:0393:0338:1.16211	4:0139:0224:0.62023
2014/11/08 00:15:55	Temp:14.00 	1:1022:0418:2.44168	2:0336:0302:1.11446	3:0393:0338:1.16239	4:0139:0224:0.61967
2014/11/08 00:16:00	Temp:14.00 	1:1022:0418:2.44248	2:0336:0302:1.11386	3:0393:0338:1.16219	4:0139:0224:0.62008
2014/11/08 00:16:06	Temp:14.00 	1:1022:0418:2.44225	2:0336:0302:1.11437	3:0393:0338:1.16294	4:0139:0225:0.62050
2014/11/08 00:16:12	Temp:14.00 	1:1022:0418:2.44213	2:0336:0302:1.11425	3:0393:0338:1.16274	4:0139:0224:0.61992
2014/11/08 00:16:18	Temp:14.00 	1:1022:0418:2.44304	2:0336:0302:1.11413	3:0393:0338:1.16250	4:0139:0224:0.61968
2014/11/08 00:16:23	Temp:14.00 	1:1022:0418:2.44324	2:0336:0302:1.11404	3:0393:0338:1.16223	4:0139:0224:0.61980
2014/11/08 00:16:29	Temp:14.00 	1:1022:0418:2.44250	2:0336:0302:1.11408	3:0393:0338:1.16216	4:0139:0224:0.61989
2014/11/08 00:16:35	Temp:14.00 	1:1022:0420:2.43320	2:0338:0303:1.11435	3:0394:0339:1.16213	4:0139:0225:0.62008
2014/11/08 00:16:41	Temp:14.00 	1:1022:0418:2.44296	2:0336:0302:1.11440	3:0393:0338:1.16282	4:0139:0224:0.61984
2014/11/08 00:16:47	Temp:14.00 	1:1022:0418:2.44310	2:0336:0302:1.11480	3:0393:0338:1.16239	4:0139:0224:0.61945
2014/11/08 00:16:52	Temp:14.00 	1:1022:0418:2.44257	2:0336:0302:1.11414	3:0393:0338:1.16225	4:0139:0224:0.61939
2014/11/08 00:16:58	Temp:14.00 	1:1022:0418:2.44293	2:0336:0302:1.11458	3:0393:0338:1.16316	4:0139:0225:0.62014
2014/11/08 00:17:04	Temp:14.00 	1:1022:0418:2.44356	2:0336:0302:1.11458	3:0393:0338:1.16317	4:0139:0224:0.62010
2014/11/08 00:17:10	Temp:14.00 	1:1022:0418:2.44398	2:0336:0302:1.11445	3:0393:0338:1.16301	4:0139:0224:0.62012
2014/11/08 00:17:15	Temp:14.00 	1:1022:0418:2.44286	2:0336:0302:1.11470	3:0393:0338:1.16255	4:0139:0224:0.61998
2014/11/08 00:17:21	Temp:14.00 	1:1022:0418:2.44255	2:0336:0302:1.11449	3:0393:0338:1.16241	4:0139:0224:0.61987
2014/11/08 00:17:27	Temp:14.00 	1:1022:0420:2.43343	2:0338:0303:1.11481	3:0394:0339:1.16271	4:0139:0225:0.62022
2014/11/08 00:17:33	Temp:14.00 	1:1022:0418:2.44250	2:0336:0302:1.11416	3:0393:0338:1.16224	4:0139:0224:0.61988
2014/11/08 00:17:39	Temp:14.00 	1:1022:0418:2.44307	2:0336:0302:1.11403	3:0393:0338:1.16176	4:0139:0224:0.61916
2014/11/08 00:17:44	Temp:14.00 	1:1022:0418:2.44358	2:0336:0302:1.11415	3:0393:0338:1.16259	4:0139:0224:0.61994
2014/11/08 00:17:50	Temp:14.00 	1:1022:0418:2.44269	2:0336:0302:1.11412	3:0393:0338:1.16274	4:0139:0225:0.62019
2014/11/08 00:17:56	Temp:14.00 	1:1022:0418:2.44334	2:0336:0302:1.11461	3:0393:0338:1.16252	4:0139:0224:0.61992
2014/11/08 00:18:02	Temp:14.00 	1:1022:0418:2.44313	2:0336:0302:1.11392	3:0393:0338:1.16191	4:0139:0224:0.61990
