2014/11/08 00:00:00	Temp:14.00 	1:1022:0420:2.43171	2:0338:0303:1.11471	3:0394:0339:1.16320	4:0139:0224:0.62065
2014/11/08 00:00:06	Temp:14.00 	1:1022:0419:2.44146	2:0336:0302:1.11476	3:0393:0338:1.16263	4:0138:0223:0.62046
2014/11/08 00:00:12	Temp:14.00 	1:1022:0419:2.44053	2:0336:0302:1.11478	3:0393:0338:1.16316	4:0138:0223:0.62030
2014/11/08 00:00:18	Temp:14.00 	1:1022:0418:2.44164	2:0336:0302:1.11451	3:0393:0338:1.16313	4:0138:0223:0.61995
2014/11/08 00:00:23	Temp:14.00 	1:1022:0419:2.44135	2:0336:0302:1.11451	3:0394:0339:1.16378	4:0139:0224:0.62060
2014/11/08 00:00:29	Temp:14.00 	1:1022:0418:2.44234	2:0336:0302:1.11473	3:0393:0338:1.16350	4:0138:0223:0.62042
2014/11/08 00:00:35	Temp:14.00 	1:1022:0419:2.44088	2:0336:0302:1.11454	3:0393:0338:1.16279	4:0138:0223:0.62060
2014/11/08 00:00:41	Temp:14.00 	1:1022:0419:2.44092	2:0336:0302:1.11426	3:0393:0338:1.16272	4:0138:0223:0.62030
2014/11/08 00:00:46	Temp:14.00 	1:1022:0419:2.44117	2:0336:0302:1.11454	3:0393:0338:1.16308	4:0138:0223:0.62001
2014/11/08 00:00:52	Temp:14.00 	1:1022:0420:2.43175	2:0338:0303:1.11524	3:0394:0339:1.16284	4:0139:0224:0.62011
2014/11/08 00:00:58	Temp:14.00 	1:1022:0418:2.44159	2:0336:0302:1.11481	3:0393:0338:1.16253	4:0138:0223:0.61995
2014/11/08 00:01:04	Temp:14.00 	1:1022:0419:2.44031	2:0336:0302:1.11459	3:0393:0338:1.16316	4:0138:0223:0.62034
2014/11/08 00:01:10	Temp:14.00 	1:1022:0419:2.44104	2:0336:0302:1.11469	3:0393:0338:1.16325	4:0138:0223:0.62037
2014/11/08 00:01:16	Temp:14.00 	1:1022:0418:2.44243	2:0336:0302:1.11497	3:0394:0339:1.16385	4:0139:0224:0.62103
2014/11/08 00:01:21	Temp:14.00 	1:1022:0419:2.44114	2:0336:0302:1.11435	3:0393:0338:1.16374	4:0138:0223:0.62072
2014/11/08 00:01:27	Temp:14.00 	1:1022:0418:2.44212	2:0336:0302:1.11459	3:0393:0338:1.16312	4:0138:0223:0.62057
2014/11/08 00:01:33	Temp:14.00 	1:1022:0419:2.44131	2:0336:0302:1.11462	3:0393:0338:1.16354	4:0138:0223:0.62027
2014/11/08 00:01:39	Temp:14.00 	1:1022:0419:2.44097	2:0336:0302:1.11423	3:0393:0338:1.16307	4:0138:0223:0.62014
2014/11/08 00:01:44	Temp:14.00 	1:1022:0420:2.43017	2:0338:0303:1.11489	3:0394:0339:1.16306	4:0139:0224:0.61971
2014/11/08 00:01:50	Temp:14.00 	1:1022:0418:2.44250	2:0336:0302:1.11512	3:0393:0338:1.16334	4:0138:0223:0.62000
2014/11/08 00:01:56	Temp:14.00 	1:1022:0419:2.44093	2:0336:0302:1.11447	3:0393:0338:1.16318	4:0138:0223:0.62031
2014/11/08 00:02:02	Temp:14.00 	1:1022:0418:2.44191	2:0336:0302:1.11456	3:0393:0338:1.16347	4:0138:0223:0.62053
2014/11/08 00:02:08	Temp:14.00 	1:1022:0418:2.44163	2:0336:0302:1.11436	3:0393:0338:1.16342	4:0139:0224:0.62026
2014/11/08 00:02:13	Temp:14.00 	1:1022:0418:2.44232	2:0336:0302:1.11503	3:0393:0338:1.16367	4:0138:0223:0.62008
2014/11/08 00:02:19	Temp:14.00 	1:1022:0418:2.44212	2:0336:0302:1.11430	3:0393:0338:1.16295	4:0138:0223:0.61991
2014/11/08 00:02:25	Temp:14.00 	1:1022:0418:2.44166	2:0336:0302:1.11476	3:0393:0338:1.16302	4:0138:0223:0.61989
2014/11/08 00:02:31	Temp:14.00 	1:1022:0418:2.44241	2:0336:0302:1.11490	3:0393:0338:1.16294	4:0138:0223:0.62004
2014/11/08 00:02:36	Temp:14.00 	1:1022:0420:2.43169	2:0338:0303:1.11487	3:0394:0339:1.16252	4:0139:0224:0.62010
2014/11/08 00:02:42	Temp:14.00 	1:1022:0418:2.44159	2:0336:0302:1.11398	3:0393:0338:1.16254	4:0138:0223:0.61994
2014/11/08 00:02:48	Temp:14.00 	1:1022:0419:2.44085	2:0336:0302:1.11408	3:0393:0338:1.16317	4:0138:0223:0.61977
2014/11/08 00:02:54	Temp:14.00 	1:1022:0419:2.44113	2:0336:0302:1.11388	3:0393:0338:1.16248	4:0138:0223:0.62007
2014/11/08 00:03:00	Temp:14.00 	1:1022:0419:2.44124	2:0336:0302:1.11382	3:0393:0338:1.16221	4:0139:0224:0.62001
2014/11/08 00:03:05	Temp:14.00 	1:1022:0419:2.44065	2:0336:0302:1.11407	3:0393:0338:1.16207	4:0138:0223:0.62029
2014/11/08 00:03:11	Temp:14.00 	1:1022:0418:2.44154	2:0336:0302:1.11459	3:0393:0338:1.16323	4:0138:0223:0.62005
2014/11/08 00:03:17	Temp:14.00 	1:1022:0419:2.44126	2:0336:0302:1.11428	3:0393:0338:1.16296	4:0138:0223:0.61975
2014/11/08 00:03:23	Temp:14.00 	1:1022:0419:2.44134	2:0336:0302:1.11446	3:0393:0338:1.16283	4:0138:0223:0.61965
2014/11/08 00:03:28	Temp:14.00 	1:1022:0420:2.43182	2:0338:0303:1.11559	3:0394:0339:1.16277	4:0139:0224:0.61959
2014/11/08 00:03:34	Temp:14.00 	1:1022:0419:2.44113	2:0336:0302:1.11446	3:0393:0338:1.16257	4:0138:0223:0.62004
2014/11/08 00:03:40	Temp:14.00 	1:1022:0419:2.44088	2:0336:0302:1.11423	3:0393:0338:1.16264	4:0138:0223:0.61976
2014/11/08 00:03:46	Temp:14.00 	1:1022:0419:2.44125	2:0336:0302:1.11377	3:0393:0338:1.16273	4:0138:0223:0.61958
2014/11/08 00:03:52	Temp:14.00 	1:1022:0419:2.44138	2:0336:0302:1.11404	3:0393:0338:1.16315	4:0139:0224:0.61977
2014/11/08 00:03:57	Temp:14.00 	1:1022:0419:2.44108	2:0336:0302:1.11431	3:0393:0338:1.16333	4:0138:0223:0.62027
2014/11/08 00:04:03	Temp:14.00 	1:1022:0419:2.44089	2:0336:0302:1.11454	3:0393:0338:1.16262	4:0138:0223:0.61979
2014/11/08 00:04:09	Temp:14.00 	1:1022:0419:2.44135	2:0336:0302:1.11479	3:0393:0338:1.16269	4:0138:0223:0.61980
2014/11/08 00:04:15	Temp:14.00 	1:1022:0418:2.44207	2:0336:0302:1.11475	3:0393:0338:1.16322	4:0138:0223:0.61994
2014/11/08 00:04:21	Temp:14.00 	1:1022:0418:2.44156	2:0338:0303:1.11508	3:0394:0339:1.16295	4:0139:0224:0.61977
2014/11/08 00:04:26	Temp:14.00 	1:1022:0419:2.44110	2:0336:0302:1.11426	3:0393:0338:1.16318	4:0138:0223:0.61993
2014/11/08 00:04:32	Temp:14.00 	1:1022:0418:2.44149	2:0336:0302:1.11425	3:0393:0338:1.16246	4:0138:0223:0.62014
2014/11/08 00:04:38	Temp:14.00 	1:1022:0418:2.44183	2:0336:0302:1.11458	3:0393:0338:1.16302	4:0138:0223:0.62000
2014/11/08 00:04:44	Temp:14.00 	1:1022:0418:2.44197	2:0336:0301:1.11504	3:0393:0338:1.16322	4:0138:0223:0.61982
2014/11/08 00:04:49	Temp:14.00 	1:1022:0418:2.44148	2:0336:0302:1.11443	3:0393:0338:1.16233	4:0138:0223:0.62008
2014/11/08 00:04:55	Temp:14.00 	1:1022:0419:2.44087	2:0336:0302:1.11369	3:0393:0338:1.16171	4:0138:0224:0.61892
2014/11/08 00:05:01	Temp:14.00 	1:1022:0418:2.44160	2:0336:0302:1.11460	3:0393:0338:1.16257	4:0138:0223:0.61948
2014/11/08 00:05:07	Temp:14.00 	1:1022:0419:2.44077	2:0336:0302:1.11452	3:0393:0338:1.16194	4:0138:0223:0.61994
2014/11/08 00:05:13	Temp:14.00 	1:1022:0418:2.44156	2:0338:0303:1.11505	3:0394:0339:1.16286	4:0139:0224:0.61998
2014/11/08 00:05:18	Temp:14.00 	1:1022:0419:2.44116	2:0336:0302:1.11438	3:0393:0338:1.16274	4:0138:0223:0.61991
2014/11/08 00:05:24	Temp:14.00 	1:1022:0418:2.44187	2:0336:0302:1.11443	3:0393:0338:1.16252	4:0138:0223:0.62012
2014/11/08 00:05:30	Temp:14.00 	1:1022:0419:2.44146	2:0336:0302:1.11419	3:0393:0338:1.16255	4:0138:0223:0.61975
2014/11/08 00:05:36	Temp:14.00 	1:1022:0419:2.44085	2:0336:0302:1.11415	3:0393:0338:1.16251	4:0138:0224:0.61943
2014/11/08 00:05:42	Temp:14.00 	1:1022:0419:2.44092	2:0336:0302:1.11456	3:0393:0338:1.16236	4:0138:0223:0.61942
2014/11/08 00:05:47	Temp:14.00 	1:1022:0418:2.44169	2:0336:0302:1.11434	3:0393:0338:1.16213	4:0138:0223:0.61955
2014/11/08 00:05:53	Temp:14.00 	1:1022:0419:2.44040	2:0336:0302:1.11391	3:0393:0338:1.16257	4:0138:0223:0.62018
2014/11/08 00:05:59	Temp:14.00 	1:1022:0418:2.44179	2:0336:0302:1.11491	3:0393:0338:1.16278	4:0138:0223:0.62030
2014/11/08 00:06:05	Temp:14.00 	1:1022:0419:2.44111	2:0338:0303:1.11509	3:0394:0339:1.16291	4:0139:0224:0.61969
2014/11/08 00:06:10	Temp:14.00 	1:1022:0418:2.44184	2:0336:0302:1.11454	3:0393:0338:1.16285	4:0138:0223:0.62012
2014/11/08 00:06:16	Temp:14.00 	1:1022:0418:2.44165	2:0336:0302:1.11379	3:0393:0338:1.16235	4:0138:0223:0.62012
2014/11/08 00:06:22	Temp:14.00 	1:1022:0419:2.44134	2:0336:0302:1.11417	3:0393:0338:1.16252	4:0138:0223:0.62000
2014/11/08 00:06:28	Temp:14.00 	1:1022:0418:2.44177	2:0336:0302:1.11396	3:0393:0338:1.16253	4:0138:0224:0.61948
2014/11/08 00:06:34	Temp:14.00 	1:1022:0419:2.44050	2:0336:0302:1.11404	3:0393:0338:1.16251	4:0138:0223:0.61982
2014/11/08 00:06:39	Temp:14.00 	1:1022:0418:2.44237	2:0336:0302:1.11427	3:0393:0338:1.16289	4:0138:0223:0.61992
2014/11/08 00:06:45	Temp:14.00 	1:1022:0418:2.44197	2:0336:0302:1.11440	3:0393:0338:1.16260	4:0138:0223:0.61992
2014/11/08 00:06:51	Temp:14.00 	1:1022:0418:2.44239	2:0336:0302:1.11449	3:0393:0338:1.16269	4:0138:0223:0.62023
2014/11/08 00:06:57	Temp:14.00 	1:1022:0418:2.44233	2:0336:0302:1.11491	3:0394:0339:1.16310	4:0139:0224:0.62020
2014/11/08 00:07:02	Temp:14.00 	1:1022:0418:2.44210	2:0336:0302:1.11410	3:0393:0338:1.16299	4:0138:0223:0.61984
2014/11/08 00:07:08	Temp:14.00 	1:1022:0419:2.44130	2:0336:0302:1.11485	3:0393:0338:1.16239	4:0138:0223:0.61981
2014/11/08 00:07:14	Temp:14.00 	1:1022:0418:2.44255	2:0336:0302:1.11447	3:0393:0338:1.16284	4:0138:0223:0.62006
